Name,Measure,Measure Info,Geo Type Name,Geo Join ID,Geo Place Name,Time Period,Start_Date,Data Value,Year,Data Value Normalized
Nitrogen dioxide (NO2),Mean,ppb,CD,102.0,Greenwich Village and Soho (CD2),Annual Average 2018,01/01/2018,24.8,2018.0,0.05839416058394161
Ozone (O3),Mean,ppb,CD,101.0,Financial District (CD1),Summer 2021,06/01/2021,28.0,2021.0,0.06592889098186956
Nitrogen dioxide (NO2),Mean,ppb,CD,101.0,Financial District (CD1),Winter 2010-11,12/01/2010,37.9,2010.0,0.08923946315045915
Nitrogen dioxide (NO2),Mean,ppb,CD,101.0,Financial District (CD1),Summer 2009,06/01/2009,34.2,2009.0,0.08052743112785496
Nitrogen dioxide (NO2),Mean,ppb,CD,101.0,Financial District (CD1),Annual Average 2021,01/01/2021,21.6,2021.0,0.05085943018601366
Nitrogen dioxide (NO2),Mean,ppb,CD,501.0,St. George and Stapleton (CD1),Annual Average 2021,01/01/2021,15.3,2021.0,0.03602542971509301
Nitrogen dioxide (NO2),Mean,ppb,CD,101.0,Financial District (CD1),Annual Average 2015,01/01/2015,26.7,2015.0,0.06286790675771133
Nitrogen dioxide (NO2),Mean,ppb,UHF42,206.0,Borough Park,Winter 2019-20,12/01/2019,25.6,2019.0,0.0602778431834236
Nitrogen dioxide (NO2),Mean,ppb,Borough,3.0,Manhattan,Winter 2019-20,12/01/2019,29.3,2019.0,0.06898987520602778
Nitrogen dioxide (NO2),Mean,ppb,UHF42,310.0,Lower Manhattan,Winter 2012-13,12/01/2012,33.0,2012.0,0.07770190722863198
Ozone (O3),Mean,ppb,Borough,3.0,Manhattan,Summer 2019,06/01/2019,25.9,2019.0,0.060984224158229336
Ozone (O3),Mean,ppb,UHF42,409.0,Southeast Queens,Summer 2015,06/01/2015,32.5,2015.0,0.07652460560395574
Ozone (O3),Mean,ppb,UHF42,409.0,Southeast Queens,Summer 2019,06/01/2019,33.4,2019.0,0.07864374852837297
Ozone (O3),Mean,ppb,UHF42,410.0,Rockaways,Summer 2019,06/01/2019,37.4,2019.0,0.0880621615257829
Nitrogen dioxide (NO2),Mean,ppb,CD,308.0,Crown Heights and Prospect Heights (CD8),Summer 2022,06/01/2022,11.8,2022.0,0.027784318342359313
Fine particles (PM 2.5),Mean,mcg/m3,CD,104.0,Clinton and Chelsea (CD4),Annual Average 2019,01/01/2019,9.3,2019.0,0.021897810218978103
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,203.0,Bedford Stuyvesant - Crown Heights,Winter 2018-19,12/01/2018,7.2,2018.0,0.016953143395337888
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,205.0,Sunset Park,Annual Average 2015,01/01/2015,9.5,2015.0,0.0223687308688486
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,205.0,Sunset Park,Summer 2014,06/01/2014,9.5,2014.0,0.0223687308688486
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,305.0,Upper East Side,Winter 2019-20,12/01/2019,8.6,2019.0,0.020249587944431362
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,305.0,Upper East Side,Winter 2012-13,12/01/2012,13.1,2012.0,0.030845302566517543
Fine particles (PM 2.5),Mean,mcg/m3,CD,106.0,Stuyvesant Town and Turtle Bay (CD6),Winter 2013-14,12/01/2013,15.6,2013.0,0.03673181068989875
Fine particles (PM 2.5),Mean,mcg/m3,CD,306.0,Park Slope and Carroll Gardens (CD6),Winter 2013-14,12/01/2013,12.9,2013.0,0.030374381916647045
Fine particles (PM 2.5),Mean,mcg/m3,CD,306.0,Park Slope and Carroll Gardens (CD6),Annual Average 2022,01/01/2022,6.4,2022.0,0.0150694607958559
Fine particles (PM 2.5),Mean,mcg/m3,CD,406.0,Rego Park and Forest Hills (CD6),Annual Average 2019,01/01/2019,6.5,2019.0,0.015304921120791147
Fine particles (PM 2.5),Mean,mcg/m3,CD,208.0,Riverdale and Fieldston (CD8),Winter 2015-16,12/01/2015,8.4,2015.0,0.01977866729456087
Fine particles (PM 2.5),Mean,mcg/m3,CD,106.0,Stuyvesant Town and Turtle Bay (CD6),Summer 2010,06/01/2010,14.7,2010.0,0.03461266776548152
Fine particles (PM 2.5),Mean,mcg/m3,CD,106.0,Stuyvesant Town and Turtle Bay (CD6),Summer 2011,06/01/2011,14.1,2011.0,0.033199905815870026
Fine particles (PM 2.5),Mean,mcg/m3,CD,106.0,Stuyvesant Town and Turtle Bay (CD6),Winter 2020-21,12/01/2020,8.0,2020.0,0.018836825994819874
Fine particles (PM 2.5),Mean,mcg/m3,CD,408.0,Hillcrest and Fresh Meadows (CD8),Summer 2016,06/01/2016,7.6,2016.0,0.01789498469507888
Fine particles (PM 2.5),Mean,mcg/m3,CD,308.0,Crown Heights and Prospect Heights (CD8),Summer 2011,06/01/2011,11.5,2011.0,0.027077937367553567
Fine particles (PM 2.5),Mean,mcg/m3,CD,308.0,Crown Heights and Prospect Heights (CD8),Summer 2010,06/01/2010,12.0,2010.0,0.02825523899222981
Fine particles (PM 2.5),Mean,mcg/m3,CD,206.0,Belmont and East Tremont (CD6),Summer 2016,06/01/2016,8.6,2016.0,0.020249587944431362
Fine particles (PM 2.5),Mean,mcg/m3,CD,406.0,Rego Park and Forest Hills (CD6),Annual Average 2022,01/01/2022,5.7,2022.0,0.013421238521309161
Fine particles (PM 2.5),Mean,mcg/m3,CD,308.0,Crown Heights and Prospect Heights (CD8),Winter 2008-09,12/01/2008,13.7,2008.0,0.03225806451612903
Fine particles (PM 2.5),Mean,mcg/m3,CD,308.0,Crown Heights and Prospect Heights (CD8),Winter 2013-14,12/01/2013,12.0,2013.0,0.02825523899222981
Fine particles (PM 2.5),Mean,mcg/m3,CD,308.0,Crown Heights and Prospect Heights (CD8),Winter 2017-18,12/01/2017,8.7,2017.0,0.02048504826936661
Fine particles (PM 2.5),Mean,mcg/m3,CD,308.0,Crown Heights and Prospect Heights (CD8),Annual Average 2021,01/01/2021,6.7,2021.0,0.015775841770661644
Fine particles (PM 2.5),Mean,mcg/m3,CD,106.0,Stuyvesant Town and Turtle Bay (CD6),Winter 2014-15,12/01/2014,11.9,2014.0,0.028019778667294562
Nitrogen dioxide (NO2),Mean,ppb,UHF42,103.0,Fordham - Bronx Pk,Annual Average 2020,01/01/2020,17.0,2020.0,0.04002825523899223
Nitrogen dioxide (NO2),Mean,ppb,CD,106.0,Stuyvesant Town and Turtle Bay (CD6),Winter 2017-18,12/01/2017,31.3,2017.0,0.07369908170473276
Nitrogen dioxide (NO2),Mean,ppb,CD,106.0,Stuyvesant Town and Turtle Bay (CD6),Annual Average 2022,01/01/2022,21.1,2022.0,0.04968212856133742
Nitrogen dioxide (NO2),Mean,ppb,CD,308.0,Crown Heights and Prospect Heights (CD8),Annual Average 2022,01/01/2022,16.6,2022.0,0.03908641393925124
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,304.0,Upper West Side,Summer 2015,06/01/2015,10.4,2015.0,0.024487873793265835
Nitrogen dioxide (NO2),Mean,ppb,Borough,5.0,Staten Island,Annual Average 2011,12/01/2010,16.2,2011.0,0.038144572639510245
Nitrogen dioxide (NO2),Mean,ppb,Borough,5.0,Staten Island,Annual Average 2009,12/01/2008,16.8,2009.0,0.03955733458912174
Nitrogen dioxide (NO2),Mean,ppb,Borough,5.0,Staten Island,Summer 2014,06/01/2014,9.3,2014.0,0.021897810218978103
Nitrogen dioxide (NO2),Mean,ppb,Borough,5.0,Staten Island,Winter 2018-19,12/01/2018,16.2,2018.0,0.038144572639510245
Nitrogen dioxide (NO2),Mean,ppb,UHF42,204.0,East New York,Annual Average 2015,01/01/2015,19.1,2015.0,0.04497292206263245
Nitrogen dioxide (NO2),Mean,ppb,CD,414.0,Rockaway and Broad Channel (CD14),Annual Average 2022,01/01/2022,11.4,2022.0,0.026842477042618322
Nitrogen dioxide (NO2),Mean,ppb,CD,207.0,Kingsbridge Heights and Bedford (CD7),Winter 2008-09,12/01/2008,31.5,2008.0,0.07417000235460325
Nitrogen dioxide (NO2),Mean,ppb,CD,107.0,Upper West Side (CD7),Winter 2013-14,12/01/2013,31.0,2013.0,0.07299270072992702
Nitrogen dioxide (NO2),Mean,ppb,CD,107.0,Upper West Side (CD7),Winter 2017-18,12/01/2017,27.3,2017.0,0.06428066870732282
Nitrogen dioxide (NO2),Mean,ppb,CD,107.0,Upper West Side (CD7),Annual Average 2022,01/01/2022,18.2,2022.0,0.04285377913821521
Nitrogen dioxide (NO2),Mean,ppb,CD,314.0,Flatbush and Midwood (CD14),Summer 2009,06/01/2009,20.8,2009.0,0.04897574758653167
Nitrogen dioxide (NO2),Mean,ppb,Borough,5.0,Staten Island,Annual Average 2016,12/31/2015,13.5,2016.0,0.031787143866258534
Nitrogen dioxide (NO2),Mean,ppb,Borough,5.0,Staten Island,Annual Average 2018,01/01/2018,12.9,2018.0,0.030374381916647045
Ozone (O3),Mean,ppb,UHF42,104.0,Pelham - Throgs Neck,Summer 2021,06/01/2021,30.3,2021.0,0.07134447845538028
Nitrogen dioxide (NO2),Mean,ppb,UHF42,304.0,Upper West Side,Winter 2011-12,12/01/2011,28.9,2011.0,0.06804803390628679
Nitrogen dioxide (NO2),Mean,ppb,UHF42,304.0,Upper West Side,Summer 2018,06/01/2018,18.4,2018.0,0.0433246997880857
Nitrogen dioxide (NO2),Mean,ppb,UHF42,404.0,Bayside - Little Neck,Winter 2009-10,12/01/2009,22.8,2009.0,0.053684954085236644
Nitrogen dioxide (NO2),Mean,ppb,UHF42,211.0,Williamsburg - Bushwick,Winter 2009-10,12/01/2009,28.6,2009.0,0.06734165293148105
Nitrogen dioxide (NO2),Mean,ppb,UHF42,211.0,Williamsburg - Bushwick,Annual Average 2014,12/01/2013,22.2,2014.0,0.052272192135625145
Nitrogen dioxide (NO2),Mean,ppb,UHF42,104.0,Pelham - Throgs Neck,Summer 2017,06/01/2017,14.1,2017.0,0.033199905815870026
Nitrogen dioxide (NO2),Mean,ppb,UHF42,104.0,Pelham - Throgs Neck,Winter 2016-17,12/01/2016,25.9,2016.0,0.060984224158229336
Nitrogen dioxide (NO2),Mean,ppb,UHF42,211.0,Williamsburg - Bushwick,Winter 2011-12,12/01/2011,26.7,2011.0,0.06286790675771133
Nitrogen dioxide (NO2),Mean,ppb,UHF42,304.0,Upper West Side,Summer 2017,06/01/2017,20.0,2017.0,0.04709206498704968
Nitrogen dioxide (NO2),Mean,ppb,UHF42,204.0,East New York,Summer 2017,06/01/2017,13.4,2017.0,0.03155168354132329
Nitrogen dioxide (NO2),Mean,ppb,UHF42,204.0,East New York,Summer 2020,06/01/2020,10.4,2020.0,0.024487873793265835
Nitrogen dioxide (NO2),Mean,ppb,UHF42,204.0,East New York,Winter 2012-13,12/01/2012,25.3,2012.0,0.05957146220861785
Nitrogen dioxide (NO2),Mean,ppb,CD,314.0,Flatbush and Midwood (CD14),Winter 2010-11,12/01/2010,29.7,2010.0,0.06993171650576878
Nitrogen dioxide (NO2),Mean,ppb,CD,207.0,Kingsbridge Heights and Bedford (CD7),Winter 2010-11,12/01/2010,29.1,2010.0,0.0685189545561573
Nitrogen dioxide (NO2),Mean,ppb,CD,207.0,Kingsbridge Heights and Bedford (CD7),Summer 2009,06/01/2009,23.3,2009.0,0.054862255709912884
Nitrogen dioxide (NO2),Mean,ppb,CD,207.0,Kingsbridge Heights and Bedford (CD7),Annual Average 2013,12/01/2012,21.5,2013.0,0.05062396986107841
Nitrogen dioxide (NO2),Mean,ppb,CD,207.0,Kingsbridge Heights and Bedford (CD7),Annual Average 2017,01/01/2017,20.3,2017.0,0.04779844596185543
Nitrogen dioxide (NO2),Mean,ppb,CD,207.0,Kingsbridge Heights and Bedford (CD7),Annual Average 2021,01/01/2021,16.9,2021.0,0.03979279491405698
Nitrogen dioxide (NO2),Mean,ppb,CD,309.0,South Crown Heights and Lefferts Gardens (CD9),Annual Average 2013,12/01/2012,22.1,2013.0,0.05203673181068991
Nitrogen dioxide (NO2),Mean,ppb,CD,109.0,Morningside Heights and Hamilton Heights (CD9),Summer 2014,06/01/2014,19.3,2014.0,0.045443842712502944
Nitrogen dioxide (NO2),Mean,ppb,CD,211.0,Morris Park and Bronxdale (CD11),Annual Average 2015,01/01/2015,19.6,2015.0,0.04615022368730869
Nitrogen dioxide (NO2),Mean,ppb,CD,211.0,Morris Park and Bronxdale (CD11),Annual Average 2020,01/01/2020,16.8,2020.0,0.03955733458912174
Nitrogen dioxide (NO2),Mean,ppb,CD,211.0,Morris Park and Bronxdale (CD11),Winter 2018-19,12/01/2018,20.2,2018.0,0.04756298563692018
Nitrogen dioxide (NO2),Mean,ppb,CD,311.0,Bensonhurst (CD11),Annual Average 2009,12/01/2008,23.0,2009.0,0.054155874735107135
Nitrogen dioxide (NO2),Mean,ppb,CD,311.0,Bensonhurst (CD11),Summer 2014,06/01/2014,14.2,2014.0,0.03343536614080527
Nitrogen dioxide (NO2),Mean,ppb,CD,111.0,East Harlem (CD11),Winter 2018-19,12/01/2018,24.5,2018.0,0.05768777960913586
Nitrogen dioxide (NO2),Mean,ppb,CD,309.0,South Crown Heights and Lefferts Gardens (CD9),Annual Average 2011,12/01/2010,25.2,2011.0,0.0593360018836826
Nitrogen dioxide (NO2),Mean,ppb,CD,209.0,Parkchester and Soundview (CD9),Summer 2015,06/01/2015,15.8,2015.0,0.03720273133976925
Nitrogen dioxide (NO2),Mean,ppb,CD,411.0,Bayside and Little Neck (CD11),Summer 2015,06/01/2015,13.0,2015.0,0.030609842241582294
Nitrogen dioxide (NO2),Mean,ppb,CD,209.0,Parkchester and Soundview (CD9),Winter 2019-20,12/01/2019,23.3,2019.0,0.054862255709912884
Nitrogen dioxide (NO2),Mean,ppb,CD,209.0,Parkchester and Soundview (CD9),Summer 2019,06/01/2019,13.4,2019.0,0.03155168354132329
Nitrogen dioxide (NO2),Mean,ppb,CD,109.0,Morningside Heights and Hamilton Heights (CD9),Summer 2019,06/01/2019,16.3,2019.0,0.03838003296444549
Nitrogen dioxide (NO2),Mean,ppb,CD,111.0,East Harlem (CD11),Summer 2019,06/01/2019,16.7,2019.0,0.039321874264186485
Nitrogen dioxide (NO2),Mean,ppb,CD,211.0,Morris Park and Bronxdale (CD11),Summer 2015,06/01/2015,15.7,2015.0,0.036967271014834
Nitrogen dioxide (NO2),Mean,ppb,CD,409.0,Kew Gardens and Woodhaven (CD9),Summer 2019,06/01/2019,12.6,2019.0,0.0296680009418413
Nitrogen dioxide (NO2),Mean,ppb,CD,111.0,East Harlem (CD11),Winter 2019-20,12/01/2019,26.7,2019.0,0.06286790675771133
Nitrogen dioxide (NO2),Mean,ppb,CD,109.0,Morningside Heights and Hamilton Heights (CD9),Winter 2016-17,12/01/2016,28.2,2016.0,0.06639981163174005
Nitrogen dioxide (NO2),Mean,ppb,CD,109.0,Morningside Heights and Hamilton Heights (CD9),Summer 2017,06/01/2017,18.8,2017.0,0.044266541087826704
Nitrogen dioxide (NO2),Mean,ppb,CD,211.0,Morris Park and Bronxdale (CD11),Summer 2017,06/01/2017,14.4,2017.0,0.033906286790675776
Nitrogen dioxide (NO2),Mean,ppb,CD,409.0,Kew Gardens and Woodhaven (CD9),Summer 2018,06/01/2018,12.7,2018.0,0.029903461266776548
Nitrogen dioxide (NO2),Mean,ppb,CD,109.0,Morningside Heights and Hamilton Heights (CD9),Annual Average 2015,01/01/2015,23.0,2015.0,0.054155874735107135
Nitrogen dioxide (NO2),Mean,ppb,CD,109.0,Morningside Heights and Hamilton Heights (CD9),Winter 2018-19,12/01/2018,24.2,2018.0,0.05698139863433011
Nitrogen dioxide (NO2),Mean,ppb,CD,111.0,East Harlem (CD11),Annual Average 2020,01/01/2020,18.8,2020.0,0.044266541087826704
Nitrogen dioxide (NO2),Mean,ppb,CD,309.0,South Crown Heights and Lefferts Gardens (CD9),Annual Average 2009,12/01/2008,27.0,2009.0,0.06357428773251707
Nitrogen dioxide (NO2),Mean,ppb,CD,309.0,South Crown Heights and Lefferts Gardens (CD9),Summer 2014,06/01/2014,16.5,2014.0,0.03885095361431599
Nitrogen dioxide (NO2),Mean,ppb,CD,311.0,Bensonhurst (CD11),Annual Average 2015,01/01/2015,19.1,2015.0,0.04497292206263245
Nitrogen dioxide (NO2),Mean,ppb,CD,311.0,Bensonhurst (CD11),Winter 2018-19,12/01/2018,20.8,2018.0,0.04897574758653167
Nitrogen dioxide (NO2),Mean,ppb,CD,309.0,South Crown Heights and Lefferts Gardens (CD9),Annual Average 2010,12/01/2009,25.3,2010.0,0.05957146220861785
Nitrogen dioxide (NO2),Mean,ppb,CD,314.0,Flatbush and Midwood (CD14),Annual Average 2017,01/01/2017,18.3,2017.0,0.043089239463150464
Nitrogen dioxide (NO2),Mean,ppb,CD,414.0,Rockaway and Broad Channel (CD14),Annual Average 2017,01/01/2017,12.6,2017.0,0.0296680009418413
Nitrogen dioxide (NO2),Mean,ppb,CD,314.0,Flatbush and Midwood (CD14),Summer 2010,06/01/2010,18.3,2010.0,0.043089239463150464
Nitrogen dioxide (NO2),Mean,ppb,CD,207.0,Kingsbridge Heights and Bedford (CD7),Summer 2010,06/01/2010,21.5,2010.0,0.05062396986107841
Nitrogen dioxide (NO2),Mean,ppb,CD,207.0,Kingsbridge Heights and Bedford (CD7),Summer 2011,06/01/2011,20.0,2011.0,0.04709206498704968
Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,204.0,East New York,2015-2017,01/01/2015,118.4,2015.0,0.27878502472333416
Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,211.0,Williamsburg - Bushwick,2015-2017,01/01/2015,107.9,2015.0,0.25406169060513306
Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",Borough,5.0,Staten Island,2012-2014,01/02/2012,45.4,2012.0,0.10689898752060278
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,204.0,East New York,Summer 2015,06/01/2015,9.5,2015.0,0.0223687308688486
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,204.0,East New York,Winter 2012-13,12/01/2012,9.6,2012.0,0.022604191193783846
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,211.0,Williamsburg - Bushwick,Summer 2019,06/01/2019,9.0,2019.0,0.021191429244172357
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,204.0,East New York,Winter 2019-20,12/01/2019,7.4,2019.0,0.017424064045208385
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,204.0,East New York,Summer 2019,06/01/2019,8.0,2019.0,0.018836825994819874
Fine particles (PM 2.5),Mean,mcg/m3,Borough,5.0,Staten Island,Summer 2012,06/01/2012,9.9,2012.0,0.023310572168589595
Fine particles (PM 2.5),Mean,mcg/m3,Borough,5.0,Staten Island,Annual Average 2016,12/31/2015,6.8,2016.0,0.016011302095596893
Fine particles (PM 2.5),Mean,mcg/m3,Borough,5.0,Staten Island,Winter 2012-13,12/01/2012,9.7,2012.0,0.022839651518719094
Ozone (O3),Mean,ppb,CD,107.0,Upper West Side (CD7),Summer 2010,06/01/2010,28.7,2010.0,0.0675771132564163
Ozone (O3),Mean,ppb,CD,107.0,Upper West Side (CD7),Summer 2011,06/01/2011,27.9,2011.0,0.06569343065693431
Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,211.0,Williamsburg - Bushwick,2015-2017,01/01/2015,67.3,2015.0,0.1584647986814222
Fine particles (PM 2.5),Mean,mcg/m3,CD,414.0,Rockaway and Broad Channel (CD14),Annual Average 2017,01/01/2017,6.3,2017.0,0.01483400047092065
Fine particles (PM 2.5),Mean,mcg/m3,CD,107.0,Upper West Side (CD7),Summer 2010,06/01/2010,13.0,2010.0,0.030609842241582294
Fine particles (PM 2.5),Mean,mcg/m3,CD,207.0,Kingsbridge Heights and Bedford (CD7),Annual Average 2010,12/01/2009,10.7,2010.0,0.025194254768071578
Fine particles (PM 2.5),Mean,mcg/m3,CD,307.0,Sunset Park (CD7),Annual Average 2010,12/01/2009,10.3,2010.0,0.02425241346833059
Fine particles (PM 2.5),Mean,mcg/m3,CD,414.0,Rockaway and Broad Channel (CD14),Annual Average 2010,12/01/2009,8.0,2010.0,0.018836825994819874
Fine particles (PM 2.5),Mean,mcg/m3,CD,414.0,Rockaway and Broad Channel (CD14),Winter 2012-13,12/01/2012,9.2,2012.0,0.02166234989404285
Fine particles (PM 2.5),Mean,mcg/m3,CD,107.0,Upper West Side (CD7),Winter 2012-13,12/01/2012,12.6,2012.0,0.0296680009418413
Fine particles (PM 2.5),Mean,mcg/m3,CD,414.0,Rockaway and Broad Channel (CD14),Summer 2019,06/01/2019,7.0,2019.0,0.01648222274546739
Fine particles (PM 2.5),Mean,mcg/m3,CD,107.0,Upper West Side (CD7),Annual Average 2009,12/01/2008,12.2,2009.0,0.028726159642100305
Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,204.0,East New York,2017-2019,01/01/2017,3.0,2017.0,0.007063809748057453
Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,104.0,Pelham - Throgs Neck,2017-2019,01/01/2017,5.0,2017.0,0.01177301624676242
Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,304.0,Upper West Side,2017-2019,01/01/2017,1.0,2017.0,0.0023546032493524842
Nitrogen dioxide (NO2),Mean,ppb,CD,308.0,Crown Heights and Prospect Heights (CD8),Annual Average 2017,01/01/2017,20.5,2017.0,0.04826936661172593
Nitrogen dioxide (NO2),Mean,ppb,UHF42,405.0,Ridgewood - Forest Hills,Summer 2013,06/01/2013,16.9,2013.0,0.03979279491405698
Nitrogen dioxide (NO2),Mean,ppb,UHF42,105.0,Crotona -Tremont,Annual Average 2018,01/01/2018,19.8,2018.0,0.04662114433717919
Ozone (O3),Mean,ppb,UHF42,305.0,Upper East Side,Summer 2012,06/01/2012,29.2,2012.0,0.06875441488109253
Ozone (O3),Mean,ppb,UHF42,205.0,Sunset Park,Summer 2012,06/01/2012,32.3,2012.0,0.07605368495408524
Ozone (O3),Mean,ppb,UHF42,305.0,Upper East Side,Summer 2013,06/01/2013,26.3,2013.0,0.06192606545797034
Ozone (O3),Mean,ppb,UHF42,305.0,Upper East Side,Summer 2021,06/01/2021,27.8,2021.0,0.06545797033199906
Ozone (O3),Mean,ppb,UHF42,103.0,Fordham - Bronx Pk,Summer 2013,06/01/2013,30.8,2013.0,0.07252178008005651
Nitrogen dioxide (NO2),Mean,ppb,UHF42,305.0,Upper East Side,Winter 2011-12,12/01/2011,30.5,2011.0,0.07181539910525077
Nitrogen dioxide (NO2),Mean,ppb,UHF42,403.0,Flushing - Clearview,Summer 2017,06/01/2017,14.0,2017.0,0.03296444549093478
Nitrogen dioxide (NO2),Mean,ppb,UHF42,203.0,Bedford Stuyvesant - Crown Heights,Summer 2018,06/01/2018,14.0,2018.0,0.03296444549093478
Nitrogen dioxide (NO2),Mean,ppb,UHF42,203.0,Bedford Stuyvesant - Crown Heights,Annual Average 2014,12/01/2013,21.8,2014.0,0.05133035083588416
Nitrogen dioxide (NO2),Mean,ppb,UHF42,303.0,East Harlem,Winter 2011-12,12/01/2011,27.8,2011.0,0.06545797033199906
Nitrogen dioxide (NO2),Mean,ppb,UHF42,303.0,East Harlem,Summer 2018,06/01/2018,16.4,2018.0,0.038615493289380735
Nitrogen dioxide (NO2),Mean,ppb,UHF42,303.0,East Harlem,Summer 2015,06/01/2015,18.6,2015.0,0.043795620437956206
Nitrogen dioxide (NO2),Mean,ppb,UHF42,205.0,Sunset Park,Summer 2019,06/01/2019,16.2,2019.0,0.038144572639510245
Nitrogen dioxide (NO2),Mean,ppb,UHF42,303.0,East Harlem,Summer 2019,06/01/2019,16.7,2019.0,0.039321874264186485
Nitrogen dioxide (NO2),Mean,ppb,UHF42,105.0,Crotona -Tremont,Winter 2019-20,12/01/2019,24.8,2019.0,0.05839416058394161
Nitrogen dioxide (NO2),Mean,ppb,CD,206.0,Belmont and East Tremont (CD6),Winter 2014-15,12/01/2014,25.2,2014.0,0.0593360018836826
Nitrogen dioxide (NO2),Mean,ppb,CD,206.0,Belmont and East Tremont (CD6),Annual Average 2021,01/01/2021,17.4,2021.0,0.04097009653873322
Nitrogen dioxide (NO2),Mean,ppb,CD,308.0,Crown Heights and Prospect Heights (CD8),Winter 2020-21,12/01/2020,23.3,2020.0,0.054862255709912884
Nitrogen dioxide (NO2),Mean,ppb,CD,206.0,Belmont and East Tremont (CD6),Winter 2015-16,12/01/2015,23.6,2015.0,0.05556863668471863
Nitrogen dioxide (NO2),Mean,ppb,CD,206.0,Belmont and East Tremont (CD6),Summer 2016,06/01/2016,16.3,2016.0,0.03838003296444549
Nitrogen dioxide (NO2),Mean,ppb,CD,106.0,Stuyvesant Town and Turtle Bay (CD6),Winter 2020-21,12/01/2020,25.9,2020.0,0.060984224158229336
Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,205.0,Sunset Park,2015-2017,01/01/2015,34.4,2015.0,0.08099835177772545
Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,103.0,Fordham - Bronx Pk,2015-2017,01/01/2015,153.6,2015.0,0.36166705910054153
Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,203.0,Bedford Stuyvesant - Crown Heights,2009-2011,01/01/2009,178.4,2009.0,0.4200612196844832
Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,103.0,Fordham - Bronx Pk,2009-2011,01/01/2009,122.8,2009.0,0.28914527902048504
Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,305.0,Upper East Side,2017-2019,01/01/2017,16.0,2017.0,0.03767365198963975
Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,305.0,Upper East Side,2005-2007,01/01/2005,39.0,2005.0,0.09182952672474688
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,303.0,East Harlem,Winter 2019-20,12/01/2019,7.8,2019.0,0.018365905344949376
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,203.0,Bedford Stuyvesant - Crown Heights,Annual Average 2010,12/01/2009,9.9,2010.0,0.023310572168589595
Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",Borough,5.0,Staten Island,2017-2019,01/01/2017,19.0,2017.0,0.0447374617376972
Nitrogen dioxide (NO2),Mean,ppb,CD,207.0,Kingsbridge Heights and Bedford (CD7),Summer 2013,06/01/2013,17.7,2013.0,0.041676477513538965
Nitrogen dioxide (NO2),Mean,ppb,CD,207.0,Kingsbridge Heights and Bedford (CD7),Summer 2012,06/01/2012,18.6,2012.0,0.043795620437956206
Nitrogen dioxide (NO2),Mean,ppb,CD,207.0,Kingsbridge Heights and Bedford (CD7),Annual Average 2016,12/31/2015,19.2,2016.0,0.04520838238756769
Nitrogen dioxide (NO2),Mean,ppb,CD,207.0,Kingsbridge Heights and Bedford (CD7),Annual Average 2018,01/01/2018,18.4,2018.0,0.0433246997880857
Nitrogen dioxide (NO2),Mean,ppb,CD,207.0,Kingsbridge Heights and Bedford (CD7),Summer 2021,06/01/2021,13.0,2021.0,0.030609842241582294
Nitrogen dioxide (NO2),Mean,ppb,CD,314.0,Flatbush and Midwood (CD14),Annual Average 2018,01/01/2018,17.3,2018.0,0.04073463621379798
Ozone (O3),Mean,ppb,CD,107.0,Upper West Side (CD7),Summer 2012,06/01/2012,30.2,2012.0,0.07110901813044503
Ozone (O3),Mean,ppb,CD,107.0,Upper West Side (CD7),Summer 2013,06/01/2013,26.9,2013.0,0.06333882740758182
